step	mel_loss	adv_loss	commit_loss	vq_util	n_active	bitrate	grad_norm	lr
17000	0.7711	0.2945	0.0457	1.0000	1	595.9	75.9014	0.000099
17200	0.6701	0.3053	0.0383	1.0000	1	595.9	56.4670	0.000099
17400	0.7336	0.3342	0.0411	1.0000	1	595.9	45.8589	0.000099
17600	0.6645	0.3382	0.0430	1.0000	1	595.9	36.1079	0.000099
17800	0.5896	0.3304	0.0417	1.0000	1	595.9	230.1292	0.000098
18000	0.6442	0.3422	0.0437	1.0000	1	595.9	88.0257	0.000098
18200	0.7029	0.3160	0.0410	1.0000	1	595.9	67.3483	0.000098
18400	0.7922	0.3185	0.0461	1.0000	1	595.9	46.0640	0.000098
18600	0.6709	0.3543	0.0411	1.0000	1	595.9	35.6520	0.000097
18800	0.6348	0.3327	0.0423	1.0000	1	595.9	59.1010	0.000097
19000	0.6350	0.3284	0.0437	1.0000	1	595.9	162.3677	0.000097
19200	0.6415	0.3528	0.0424	1.0000	1	595.9	34.1848	0.000096
19400	0.6078	0.3445	0.0432	1.0000	1	595.9	53.0473	0.000096
19600	0.6630	0.3368	0.0404	1.0000	1	595.9	27.9043	0.000096
19800	0.6307	0.3325	0.0429	1.0000	1	595.9	64.6388	0.000095
20000	0.6213	0.3048	0.0423	1.0000	1	595.9	73.8298	0.000095
20200	0.6303	0.3128	0.0417	1.0000	1	595.9	39.3027	0.000095
20400	0.5952	0.3754	0.0424	1.0000	1	595.9	95.3704	0.000094
20600	0.6259	0.3407	0.0417	1.0000	1	595.9	38.6028	0.000094
20800	0.7420	0.3603	0.0459	1.0000	1	595.9	43.6017	0.000093
21000	0.6009	0.3392	0.0412	1.0000	1	595.9	75.5503	0.000093
21200	0.6429	0.3354	0.0442	1.0000	1	595.9	45.5195	0.000092
21400	0.6233	0.3529	0.0406	1.0000	1	595.9	35.8444	0.000092
21600	0.6483	0.3590	0.0421	1.0000	1	595.9	27.7127	0.000091
21800	0.6491	0.3187	0.0446	1.0000	1	595.9	67.6579	0.000091
22000	0.6071	0.3290	0.0436	1.0000	1	595.9	49.7390	0.000090
22200	0.6981	0.3453	0.0448	1.0000	1	595.9	73.2839	0.000090
22400	0.6707	0.3464	0.0440	1.0000	1	595.9	46.2106	0.000089
22600	0.7713	0.3580	0.0442	1.0000	1	595.9	78.9792	0.000089
22800	0.5710	0.3919	0.0398	1.0000	1	595.9	58.8202	0.000088
23000	0.5726	0.3418	0.0407	1.0000	1	595.9	90.8726	0.000088
23200	0.6373	0.3707	0.0426	1.0000	1	595.9	44.5889	0.000087
20000	0.6105	0.3330	0.0438	1.0000	1	595.9	45.1069	0.000095
20200	0.6602	0.3517	0.0470	1.0000	1	595.9	42.0901	0.000095
20400	0.6026	0.3439	0.0385	1.0000	1	595.9	32.6470	0.000094
20600	0.5860	0.3811	0.0411	1.0000	1	595.9	33.8187	0.000094
20800	0.6583	0.3366	0.0436	1.0000	1	595.9	149.9784	0.000093
21000	0.6108	0.3267	0.0416	1.0000	1	595.9	88.3519	0.000093
21200	0.6333	0.3358	0.0438	1.0000	1	595.9	37.1802	0.000092
21400	0.6162	0.3754	0.0414	1.0000	1	595.9	94.2150	0.000092
21600	0.6364	0.3620	0.0421	1.0000	1	595.9	28.6802	0.000091
21800	0.6507	0.3421	0.0423	1.0000	1	595.9	34.2068	0.000091
22000	0.6528	0.4139	0.0441	1.0000	1	595.9	83.0938	0.000090
22200	0.6951	0.3389	0.0438	1.0000	1	595.9	191.1504	0.000090
22400	0.6266	0.3899	0.0430	1.0000	1	595.9	53.1813	0.000089
22600	0.6270	0.3400	0.0416	1.0000	1	595.9	36.6430	0.000089
22800	0.6748	0.3644	0.0432	1.0000	1	595.9	160.9876	0.000088
23000	0.6308	0.3654	0.0420	1.0000	1	595.9	250.2897	0.000088
23200	0.6214	0.3554	0.0440	1.0000	1	595.9	38.2106	0.000087
23400	0.6754	0.3721	0.0422	1.0000	1	595.9	39.7660	0.000086
23600	0.6485	0.3165	0.0414	1.0000	1	595.9	36.2014	0.000086
23800	0.5957	0.3564	0.0425	1.0000	1	595.9	56.0906	0.000085
24000	0.6517	0.3568	0.0436	1.0000	1	595.9	35.8435	0.000085
24200	0.7401	0.2980	0.0484	1.0000	1	595.9	114.5309	0.000084
24400	0.6035	0.4172	0.0426	1.0000	1	595.9	46.1782	0.000083
24600	0.6342	0.2945	0.0448	1.0000	1	595.9	202.5080	0.000083
24800	0.6391	0.3527	0.0416	1.0000	1	595.9	73.2839	0.000082
25000	0.6255	0.3308	0.0411	1.0000	1	595.9	40.4161	0.000081
25200	0.6340	0.3453	0.0425	1.0000	1	595.9	36.2420	0.000080
25400	0.6699	0.3809	0.0441	1.0000	1	595.9	29.3562	0.000080
25600	0.6572	0.3748	0.0435	1.0000	1	595.9	45.3166	0.000079
25800	0.6697	0.3396	0.0445	1.0000	1	595.9	121.8351	0.000078
26000	0.6665	0.3453	0.0441	1.0000	1	595.9	97.1850	0.000078
26200	0.6730	0.3578	0.0462	1.0000	1	595.9	49.6338	0.000077
26400	0.6481	0.3420	0.0441	1.0000	1	595.9	77.5653	0.000076
26600	0.6420	0.3667	0.0435	1.0000	1	595.9	39.8078	0.000075
26800	0.6616	0.4062	0.0431	1.0000	1	595.9	51.3805	0.000074
27000	0.6243	0.3481	0.0436	1.0000	1	595.9	36.8261	0.000074
27200	0.6354	0.3370	0.0441	1.0000	1	595.9	80.9207	0.000073
27400	0.6499	0.3648	0.0419	1.0000	1	595.9	39.1884	0.000072
27600	0.6125	0.3868	0.0506	1.0000	1	595.9	61.0708	0.000071
27800	0.6083	0.3937	0.0434	1.0000	1	595.9	105.8306	0.000070
28000	0.5808	0.3436	0.0459	1.0000	1	595.9	95.4018	0.000070
28200	0.5679	0.3720	0.0421	1.0000	1	595.9	30.0453	0.000069
28400	0.6540	0.3619	0.0415	1.0000	1	595.9	35.6649	0.000068
28600	0.9939	0.4043	0.0500	1.0000	1	595.9	34.4499	0.000067
28800	0.7008	0.3545	0.0449	1.0000	1	595.9	45.4441	0.000066
29000	0.6417	0.3463	0.0451	1.0000	1	595.9	42.9292	0.000065
29200	0.6072	0.3774	0.0446	1.0000	1	595.9	92.3179	0.000065
29400	0.6637	0.3593	0.0457	1.0000	1	595.9	60.6669	0.000064
29600	0.5984	0.3987	0.0431	1.0000	1	595.9	67.4503	0.000063
29800	0.6248	0.3942	0.0443	1.0000	1	595.9	29.6467	0.000062
30000	0.6210	0.3487	0.0443	1.0000	1	595.9	111.3760	0.000061
30200	0.6459	0.3591	0.0442	1.0000	1	595.9	30.5375	0.000060
30400	0.6382	0.3442	0.0406	1.0000	1	595.9	37.5414	0.000059
30600	0.5721	0.3268	0.0413	1.0000	1	595.9	57.3507	0.000058
30800	0.5963	0.4006	0.0462	1.0000	1	595.9	38.8209	0.000058
31000	0.6289	0.3572	0.0422	1.0000	1	595.9	47.2973	0.000057
31200	0.5906	0.3589	0.0461	1.0000	1	595.9	40.3405	0.000056
31400	0.6147	0.3697	0.0453	1.0000	1	595.9	40.1974	0.000055
31600	0.6625	0.3823	0.0448	1.0000	1	595.9	70.0261	0.000054
31800	0.5826	0.3546	0.0423	1.0000	1	595.9	65.2809	0.000053
32000	0.6179	0.3960	0.0505	1.0000	1	595.9	87.2929	0.000052
32200	0.6527	0.3527	0.0434	1.0000	1	595.9	36.4430	0.000051
32400	0.6744	0.3603	0.0466	1.0000	1	595.9	55.6703	0.000050
32600	0.6597	0.3974	0.0428	1.0000	1	595.9	73.0023	0.000050
32800	0.6945	0.3555	0.0479	1.0000	1	595.9	45.8758	0.000049
33000	0.6051	0.3875	0.0449	1.0000	1	595.9	44.5419	0.000048
33200	0.6835	0.3812	0.0484	1.0000	1	595.9	40.4243	0.000047
33400	0.6931	0.3403	0.0479	1.0000	1	595.9	43.8303	0.000046
33600	0.5784	0.3813	0.0440	1.0000	1	595.9	45.0063	0.000045
33800	0.6661	0.3684	0.0470	1.0000	1	595.9	53.3943	0.000044
34000	0.5988	0.4172	0.0484	1.0000	1	595.9	33.5071	0.000043
34200	0.6622	0.3966	0.0427	1.0000	1	595.9	41.5154	0.000042
34400	0.6932	0.3612	0.0434	1.0000	1	595.9	45.9818	0.000042
34600	0.6581	0.3528	0.0455	1.0000	1	595.9	39.9425	0.000041
34800	0.6608	0.3415	0.0509	1.0000	1	595.9	122.2072	0.000040
35000	0.6128	0.3362	0.0439	1.0000	1	595.9	167.1531	0.000039
35200	0.8420	0.3443	0.0488	1.0000	1	595.9	193.8409	0.000038
35400	0.5826	0.3429	0.0455	1.0000	1	595.9	55.1910	0.000037
35600	0.7202	0.3383	0.0453	1.0000	1	595.9	82.5947	0.000036
35800	0.5905	0.3970	0.0453	1.0000	1	595.9	48.9914	0.000035
36000	0.6541	0.3729	0.0463	1.0000	1	595.9	157.1152	0.000035
36200	0.6687	0.3408	0.0457	1.0000	1	595.9	33.2506	0.000034
36400	0.5996	0.3799	0.0461	1.0000	1	595.9	93.2606	0.000033
36600	0.6317	0.3657	0.0441	1.0000	1	595.9	26.3651	0.000032
36800	0.6660	0.3757	0.0483	1.0000	1	595.9	52.3039	0.000031
37000	0.6846	0.3786	0.0466	1.0000	1	595.9	49.6905	0.000030
37200	0.5823	0.3701	0.0473	1.0000	1	595.9	27.2458	0.000030
37400	0.6039	0.3758	0.0440	1.0000	1	595.9	36.1174	0.000029
37600	0.6155	0.3839	0.0470	1.0000	1	595.9	46.4094	0.000028
37800	0.5708	0.4072	0.0455	1.0000	1	595.9	39.4438	0.000027
38000	0.6392	0.3752	0.0449	1.0000	1	595.9	70.1711	0.000026
38200	0.6551	0.3728	0.0465	1.0000	1	595.9	32.1972	0.000026
38400	0.7044	0.3075	0.0449	1.0000	1	595.9	97.0905	0.000025
38600	0.6754	0.3959	0.0468	1.0000	1	595.9	40.5905	0.000024
38800	0.6678	0.3820	0.0455	1.0000	1	595.9	29.8790	0.000023
39000	0.6598	0.3481	0.0405	1.0000	1	595.9	38.4406	0.000022
39200	0.6253	0.3868	0.0425	1.0000	1	595.9	50.8697	0.000022
39400	0.6134	0.3819	0.0485	1.0000	1	595.9	36.9408	0.000021
39600	0.6372	0.4023	0.0446	1.0000	1	595.9	42.9609	0.000020
39800	0.6374	0.3843	0.0472	1.0000	1	595.9	89.5428	0.000020
40000	0.6882	0.3896	0.0434	1.0000	1	595.9	37.9623	0.000019
40200	0.6650	0.3742	0.0452	1.0000	1	595.9	43.9063	0.000018
40400	0.6902	0.3583	0.0497	1.0000	1	595.9	57.7332	0.000017
40600	0.6156	0.3844	0.0434	1.0000	1	595.9	59.9267	0.000017
40800	0.6880	0.3343	0.0469	1.0000	1	595.9	39.0207	0.000016
41000	0.6456	0.3352	0.0447	1.0000	1	595.9	62.1796	0.000015
41200	0.6073	0.4014	0.0431	1.0000	1	595.9	41.0650	0.000015
41400	0.6126	0.3855	0.0487	1.0000	1	595.9	31.9354	0.000014
41600	0.6127	0.3899	0.0451	1.0000	1	595.9	158.2239	0.000014
41800	0.6230	0.3665	0.0468	1.0000	1	595.9	209.9802	0.000013
42000	0.6043	0.3481	0.0471	1.0000	1	595.9	42.2976	0.000012
42200	0.7120	0.3478	0.0491	1.0000	1	595.9	55.3013	0.000012
42400	0.6376	0.4011	0.0438	1.0000	1	595.9	49.3122	0.000011
42600	0.6552	0.3404	0.0456	1.0000	1	595.9	42.4762	0.000011
42800	0.6408	0.3640	0.0453	1.0000	1	595.9	42.6929	0.000010
43000	0.8683	0.3860	0.0480	1.0000	1	595.9	36.3555	0.000010
43200	0.6650	0.3677	0.0434	1.0000	1	595.9	45.8647	0.000009
43400	0.6212	0.3712	0.0421	1.0000	1	595.9	183.1850	0.000009
43600	0.5815	0.3763	0.0440	1.0000	1	595.9	33.4612	0.000008
43800	0.5941	0.3827	0.0438	1.0000	1	595.9	64.9007	0.000008
44000	0.6064	0.4148	0.0469	1.0000	1	595.9	39.5056	0.000007
44200	0.6279	0.3813	0.0442	1.0000	1	595.9	31.8764	0.000007
44400	0.6288	0.3463	0.0455	1.0000	1	595.9	74.8870	0.000006
44600	0.6839	0.3580	0.0469	1.0000	1	595.9	100.3674	0.000006
44800	0.6508	0.3433	0.0483	1.0000	1	595.9	45.9862	0.000005
45000	0.5227	0.3774	0.0470	1.0000	1	595.9	35.1918	0.000005
45200	0.6564	0.3646	0.0490	1.0000	1	595.9	49.0348	0.000005
45400	0.6021	0.3498	0.0424	1.0000	1	595.9	55.9508	0.000004
45600	0.6214	0.3569	0.0543	1.0000	1	595.9	43.3103	0.000004
45800	0.6525	0.3746	0.0457	1.0000	1	595.9	48.3455	0.000004
46000	0.6293	0.3745	0.0437	1.0000	1	595.9	36.8983	0.000003
46200	0.6078	0.3720	0.0440	1.0000	1	595.9	34.0318	0.000003
46400	0.6926	0.3781	0.0449	1.0000	1	595.9	222.0161	0.000003
46600	0.5782	0.3722	0.0451	1.0000	1	595.9	36.8211	0.000002
46800	0.5726	0.3833	0.0432	1.0000	1	595.9	33.2292	0.000002
47000	0.8968	0.3669	0.0479	1.0000	1	595.9	38.2705	0.000002
47200	0.5816	0.3754	0.0441	1.0000	1	595.9	43.2395	0.000002
47400	0.6395	0.3674	0.0513	1.0000	1	595.9	145.2817	0.000001
47600	0.6627	0.3581	0.0434	1.0000	1	595.9	38.4886	0.000001
47800	0.5869	0.3901	0.0436	1.0000	1	595.9	32.9786	0.000001
48000	0.6002	0.3647	0.0463	1.0000	1	595.9	45.0997	0.000001
48200	0.6198	0.3956	0.0475	1.0000	1	595.9	55.0853	0.000001
48400	0.6080	0.3913	0.0466	1.0000	1	595.9	37.9857	0.000001
48600	0.6802	0.3508	0.0470	1.0000	1	595.9	44.9617	0.000000
48800	0.6627	0.3587	0.0442	1.0000	1	595.9	59.1416	0.000000
49000	0.6199	0.3716	0.0456	1.0000	1	595.9	49.1225	0.000000
49200	0.7190	0.3607	0.0448	1.0000	1	595.9	353.1436	0.000000
49400	0.6647	0.3634	0.0438	1.0000	1	595.9	50.4390	0.000000
49600	0.6885	0.3713	0.0463	1.0000	1	595.9	175.9219	0.000000
49800	0.6620	0.3480	0.0428	1.0000	1	595.9	36.0338	0.000000
