step	mel_loss	adv_loss	commit_loss	vq_util	n_active	bitrate	grad_norm	lr
16200	1.6027	0.3391	0.0012	1.0000	1	752.0	8.2466	0.000100
16400	1.8823	0.3645	0.0015	1.0000	1	752.0	13.5042	0.000100
16600	1.3772	0.3784	0.0151	1.0000	1	752.0	13.6794	0.000099
16800	1.1006	0.3514	0.0207	1.0000	1	752.0	76.0083	0.000099
17000	0.9439	0.3341	0.0203	1.0000	1	752.0	44.6264	0.000099
17200	1.0348	0.3603	0.0210	1.0000	1	752.0	42.6064	0.000099
17400	0.8756	0.3224	0.0201	1.0000	1	752.0	254.0762	0.000099
17600	0.7684	0.2955	0.0185	1.0000	1	752.0	130.1202	0.000099
17800	0.8315	0.3462	0.0212	1.0000	1	752.0	85.8537	0.000098
18000	0.8288	0.3203	0.0193	1.0000	1	752.0	91.8004	0.000098
18200	0.8640	0.2987	0.0203	1.0000	1	752.0	72.1700	0.000098
18400	0.7944	0.3578	0.0193	1.0000	1	752.0	39.1730	0.000098
18600	0.8938	0.4025	0.0203	1.0000	1	752.0	92.6154	0.000097
18800	0.7986	0.2996	0.0189	1.0000	1	752.0	424.6863	0.000097
19000	0.8183	0.3600	0.0241	1.0000	1	752.0	111.9543	0.000097
19200	0.7794	0.3545	0.0241	1.0000	1	752.0	46.0178	0.000096
19400	0.7471	0.3517	0.0244	1.0000	1	752.0	43.5567	0.000096
19600	0.7706	0.3246	0.0258	1.0000	1	752.0	133.2094	0.000096
19800	0.7472	0.3684	0.0294	1.0000	1	752.0	114.6759	0.000095
20000	0.7375	0.3382	0.0293	1.0000	1	752.0	60.3445	0.000095
20200	0.8151	0.3510	0.0304	1.0000	1	752.0	147.2152	0.000095
20400	0.8436	0.3750	0.0285	1.0000	1	752.0	64.6105	0.000094
20600	0.8181	0.3380	0.0294	1.0000	1	752.0	72.7623	0.000094
20800	0.7526	0.3837	0.0312	1.0000	1	752.0	115.8750	0.000093
21000	0.7267	0.3323	0.0275	1.0000	1	752.0	103.8572	0.000093
21200	0.7638	0.4107	0.0288	1.0000	1	752.0	49.5619	0.000092
21400	0.7223	0.3785	0.0312	1.0000	1	752.0	60.8717	0.000092
21600	0.7933	0.3434	0.0279	1.0000	1	752.0	150.8600	0.000091
21800	0.8029	0.3869	0.0282	1.0000	1	752.0	60.0275	0.000091
22000	0.7492	0.3732	0.0254	1.0000	1	752.0	104.7442	0.000090
22200	0.7621	0.3614	0.0252	1.0000	1	752.0	60.8407	0.000090
22400	0.8237	0.4219	0.0220	1.0000	1	752.0	73.0047	0.000089
22600	0.8525	0.3544	0.0240	1.0000	1	752.0	138.6756	0.000089
22800	0.8580	0.3466	0.0221	1.0000	1	752.0	100.2169	0.000088
23000	0.9750	0.3918	0.0224	1.0000	1	752.0	299.4782	0.000088
23200	0.9228	0.3307	0.0213	1.0000	1	752.0	127.1711	0.000087
23400	0.7864	0.4239	0.0196	1.0000	1	752.0	51.1391	0.000086
23600	0.7918	0.4075	0.0199	1.0000	1	752.0	108.8200	0.000086
23800	0.9199	0.3716	0.0209	1.0000	1	752.0	303.1652	0.000085
24000	0.8795	0.4011	0.0241	1.0000	1	752.0	110.8661	0.000085
24200	0.8349	0.4101	0.0242	1.0000	1	752.0	271.7810	0.000084
24400	0.8387	0.3864	0.0256	1.0000	1	752.0	134.7470	0.000083
24600	0.8438	0.3657	0.0234	1.0000	1	752.0	112.3364	0.000083
24800	0.8247	0.3622	0.0234	1.0000	1	752.0	234.7315	0.000082
25000	0.8899	0.3496	0.0256	1.0000	1	752.0	188.8486	0.000081
25200	0.8135	0.3721	0.0234	1.0000	1	752.0	126.0876	0.000080
25400	0.7585	0.4302	0.0249	1.0000	1	752.0	512.4561	0.000080
25600	0.7908	0.3736	0.0202	1.0000	1	752.0	196.0023	0.000079
25800	0.7641	0.4349	0.0185	1.0000	1	752.0	146.0034	0.000078
26000	0.7751	0.4137	0.0217	1.0000	1	752.0	67.9021	0.000078
26200	0.7600	0.3683	0.0190	1.0000	1	752.0	78.0022	0.000077
26400	0.8750	0.3825	0.0208	1.0000	1	752.0	97.4142	0.000076
26600	0.8196	0.3824	0.0229	1.0000	1	752.0	114.6102	0.000075
26800	0.7203	0.3690	0.0231	1.0000	1	752.0	176.9549	0.000074
27000	0.7541	0.4011	0.0244	1.0000	1	752.0	220.8989	0.000074
27200	0.7288	0.3913	0.0228	1.0000	1	752.0	150.7386	0.000073
27400	0.7202	0.3975	0.0199	1.0000	1	752.0	173.4892	0.000072
27600	0.6674	0.3971	0.0232	1.0000	1	752.0	56.3843	0.000071
27800	0.6870	0.4007	0.0218	1.0000	1	752.0	140.2179	0.000070
28000	0.7564	0.3601	0.0212	1.0000	1	752.0	44.7425	0.000070
28200	0.8440	0.3540	0.0224	1.0000	1	752.0	38.6084	0.000069
28400	0.7070	0.3518	0.0222	1.0000	1	752.0	97.4183	0.000068
28600	0.8204	0.3359	0.0219	1.0000	1	752.0	100.1291	0.000067
28800	0.7216	0.3939	0.0224	1.0000	1	752.0	35.3953	0.000066
29000	0.7046	0.3716	0.0222	1.0000	1	752.0	43.4514	0.000065
29200	1.0562	0.3907	0.0256	1.0000	1	752.0	73.1808	0.000065
29400	0.6948	0.3539	0.0220	1.0000	1	752.0	45.1202	0.000064
29600	0.7350	0.3411	0.0231	1.0000	1	752.0	49.0571	0.000063
29800	0.7589	0.3899	0.0229	1.0000	1	752.0	72.7904	0.000062
30000	0.6508	0.3998	0.0227	1.0000	1	752.0	39.3586	0.000061
30200	0.6762	0.3417	0.0229	1.0000	1	752.0	78.8699	0.000060
30400	0.6649	0.3946	0.0225	1.0000	1	752.0	50.1419	0.000059
30600	0.6445	0.3398	0.0237	1.0000	1	752.0	50.5146	0.000058
30800	0.7151	0.3141	0.0231	1.0000	1	752.0	31.9149	0.000058
31000	0.6653	0.3690	0.0228	1.0000	1	752.0	20.5695	0.000057
31200	0.6380	0.3833	0.0238	1.0000	1	752.0	43.0596	0.000056
31400	0.6539	0.3152	0.0239	1.0000	1	752.0	82.2510	0.000055
31600	0.7308	0.4149	0.0242	1.0000	1	752.0	32.6884	0.000054
31800	0.6829	0.3578	0.0233	1.0000	1	752.0	40.9799	0.000053
32000	0.6143	0.3971	0.0234	1.0000	1	752.0	38.8874	0.000052
32200	0.7116	0.3731	0.0242	1.0000	1	752.0	30.4559	0.000051
32400	0.6636	0.3417	0.0245	1.0000	1	752.0	47.5054	0.000050
32600	0.6233	0.3627	0.0232	1.0000	1	752.0	37.5504	0.000050
32800	0.7220	0.3628	0.0238	1.0000	1	752.0	25.8959	0.000049
33000	0.7005	0.3970	0.0263	1.0000	1	752.0	40.2473	0.000048
33200	0.8809	0.3374	0.0260	1.0000	1	752.0	41.5020	0.000047
33400	0.7194	0.4127	0.0255	1.0000	1	752.0	37.6515	0.000046
33600	0.6612	0.4368	0.0264	1.0000	1	752.0	87.5579	0.000045
33800	0.6346	0.4087	0.0230	1.0000	1	752.0	48.4854	0.000044
34000	0.6248	0.4425	0.0247	1.0000	1	752.0	416.2042	0.000043
34200	0.6649	0.4561	0.0272	1.0000	1	752.0	73.1027	0.000042
34400	0.7313	0.4347	0.0235	1.0000	1	752.0	42.6268	0.000042
34600	0.6814	0.3885	0.0250	1.0000	1	752.0	89.2609	0.000041
34800	0.7640	0.3427	0.0271	1.0000	1	752.0	31.9770	0.000040
35000	0.7122	0.3772	0.0249	1.0000	1	752.0	19.1648	0.000039
35200	0.6701	0.3495	0.0255	1.0000	1	752.0	45.9093	0.000038
35400	0.6523	0.4438	0.0247	1.0000	1	752.0	35.7456	0.000037
35600	0.6605	0.4122	0.0262	1.0000	1	752.0	53.9369	0.000036
35800	0.6396	0.3490	0.0237	1.0000	1	752.0	53.9226	0.000035
36000	0.6642	0.4203	0.0244	1.0000	1	752.0	30.1249	0.000035
36200	0.6420	0.4532	0.0247	1.0000	1	752.0	77.6575	0.000034
36400	0.6991	0.4552	0.0242	1.0000	1	752.0	35.7324	0.000033
36600	0.6471	0.4029	0.0239	1.0000	1	752.0	39.4948	0.000032
36800	0.7062	0.3934	0.0240	1.0000	1	752.0	33.9545	0.000031
37000	0.6599	0.3541	0.0248	1.0000	1	752.0	24.5368	0.000030
37200	0.6264	0.4416	0.0254	1.0000	1	752.0	30.5609	0.000030
37400	0.6630	0.3345	0.0267	1.0000	1	752.0	55.8756	0.000029
37600	0.8852	0.3748	0.0269	1.0000	1	752.0	46.6406	0.000028
37800	0.6712	0.4118	0.0257	1.0000	1	752.0	39.8484	0.000027
38000	0.6691	0.3691	0.0250	1.0000	1	752.0	32.4353	0.000026
38200	0.6816	0.3506	0.0269	1.0000	1	752.0	46.3052	0.000026
38400	0.6561	0.4504	0.0244	1.0000	1	752.0	98.0882	0.000025
38600	0.6749	0.3923	0.0266	1.0000	1	752.0	105.7131	0.000024
38800	0.6551	0.3843	0.0249	1.0000	1	752.0	59.9403	0.000023
39000	0.6344	0.3872	0.0244	1.0000	1	752.0	35.5054	0.000022
39200	0.7077	0.4489	0.0256	1.0000	1	752.0	34.8791	0.000022
39400	0.6323	0.4062	0.0240	1.0000	1	752.0	44.9141	0.000021
39600	0.7198	0.3947	0.0263	1.0000	1	752.0	54.3253	0.000020
39800	0.6474	0.4118	0.0264	1.0000	1	752.0	27.7959	0.000020
40000	0.6668	0.4001	0.0255	1.0000	1	752.0	27.8974	0.000019
40200	0.7636	0.3519	0.0263	1.0000	1	752.0	35.7504	0.000018
40400	0.6688	0.3511	0.0266	1.0000	1	752.0	70.3031	0.000017
40600	0.6359	0.4047	0.0254	1.0000	1	752.0	56.6189	0.000017
40800	0.6745	0.4234	0.0258	1.0000	1	752.0	49.5420	0.000016
41000	0.6278	0.4398	0.0272	1.0000	1	752.0	66.2754	0.000015
41200	0.6299	0.4128	0.0263	1.0000	1	752.0	32.3210	0.000015
41400	0.6890	0.3640	0.0261	1.0000	1	752.0	73.9930	0.000014
41600	0.6873	0.4360	0.0252	1.0000	1	752.0	46.3210	0.000014
41800	0.6023	0.4126	0.0264	1.0000	1	752.0	59.6847	0.000013
42000	0.6292	0.3945	0.0259	1.0000	1	752.0	41.5796	0.000012
42200	0.6096	0.3976	0.0243	1.0000	1	752.0	58.5656	0.000012
42400	0.6155	0.3671	0.0248	1.0000	1	752.0	33.3923	0.000011
42600	0.6514	0.3971	0.0256	1.0000	1	752.0	31.5677	0.000011
42800	0.6589	0.3658	0.0254	1.0000	1	752.0	61.6592	0.000010
43000	0.7086	0.4118	0.0251	1.0000	1	752.0	51.6909	0.000010
43200	0.6345	0.3622	0.0253	1.0000	1	752.0	51.7650	0.000009
43400	0.6348	0.3792	0.0231	1.0000	1	752.0	56.7518	0.000009
43600	0.6655	0.3811	0.0270	1.0000	1	752.0	29.1161	0.000008
43800	0.6326	0.4329	0.0260	1.0000	1	752.0	69.5425	0.000008
44000	0.6596	0.4512	0.0252	1.0000	1	752.0	27.4993	0.000007
44200	0.6855	0.3864	0.0249	1.0000	1	752.0	143.0684	0.000007
44400	0.6527	0.3874	0.0258	1.0000	1	752.0	98.8903	0.000006
44600	0.6273	0.4398	0.0258	1.0000	1	752.0	51.8982	0.000006
44800	0.6692	0.3833	0.0246	1.0000	1	752.0	67.9797	0.000005
45000	0.6321	0.3797	0.0269	1.0000	1	752.0	47.8502	0.000005
45200	0.7799	0.3479	0.0281	1.0000	1	752.0	143.3740	0.000005
45400	0.6328	0.4257	0.0282	1.0000	1	752.0	30.4581	0.000004
45600	0.6831	0.3557	0.0259	1.0000	1	752.0	32.2581	0.000004
45800	0.6785	0.4209	0.0241	1.0000	1	752.0	67.1773	0.000004
46000	0.6936	0.4020	0.0276	1.0000	1	752.0	77.4550	0.000003
46200	0.9921	0.3942	0.0290	1.0000	1	752.0	76.4386	0.000003
46400	0.6773	0.3806	0.0243	1.0000	1	752.0	68.8545	0.000003
46600	0.6634	0.3791	0.0252	1.0000	1	752.0	51.4345	0.000002
46800	0.6679	0.4025	0.0256	1.0000	1	752.0	33.7285	0.000002
47000	0.6926	0.4323	0.0263	1.0000	1	752.0	38.3519	0.000002
47200	0.7000	0.3967	0.0271	1.0000	1	752.0	57.1072	0.000002
47400	0.6117	0.3675	0.0276	1.0000	1	752.0	77.7201	0.000001
47600	1.0414	0.3758	0.0281	1.0000	1	752.0	64.6729	0.000001
47800	0.6348	0.4134	0.0243	1.0000	1	752.0	34.9213	0.000001
48000	0.7251	0.3864	0.0258	1.0000	1	752.0	37.3012	0.000001
48200	0.6673	0.3786	0.0258	1.0000	1	752.0	36.0542	0.000001
48400	0.6697	0.3721	0.0254	1.0000	1	752.0	58.0443	0.000001
